IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,78,2.10
8.217.159.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,2.09
8.210.100.23,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,2.09
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,70,2.08
47.242.155.183,2053,2053,true,HKG,Asia Pacific,Hong Kong,84,2.04
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,121,2.04
8.210.146.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,2.03
8.210.146.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,2.02
47.242.36.78,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,2.02
47.236.87.246,2053,2053,true,SIN,Asia Pacific,Singapore,42,2.00
47.76.159.146,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,1.99
47.89.191.155,443,443,true,IAD,North America,Ashburn,236,1.97
8.210.146.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,99,1.97
47.236.237.90,8443,8443,true,SIN,Asia Pacific,Singapore,94,1.96
47.236.83.239,2083,2083,true,SIN,Asia Pacific,Singapore,49,1.95
8.217.49.34,2096,2096,true,HKG,Asia Pacific,Hong Kong,88,1.94
47.243.173.187,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,1.94
47.243.91.58,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,1.93
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,147,1.93
8.218.122.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,1.88
47.237.83.20,2087,2087,true,SIN,Asia Pacific,Singapore,112,1.87
8.219.87.30,2096,2096,true,SIN,Asia Pacific,Singapore,77,1.84
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,121,1.82
47.236.169.164,2096,2096,true,SIN,Asia Pacific,Singapore,156,1.82
47.236.83.239,2096,2096,true,SIN,Asia Pacific,Singapore,75,1.80
8.217.49.34,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,1.79
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,1.77
8.210.156.6,2053,2053,true,HKG,Asia Pacific,Hong Kong,114,1.77
47.236.180.24,2087,2087,true,SIN,Asia Pacific,Singapore,143,1.77
47.242.176.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,83,1.76
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,53,1.76
8.219.51.211,2096,2096,true,SIN,Asia Pacific,Singapore,130,1.76
47.236.125.62,2096,2096,true,NRT,Asia Pacific,Tokyo,148,1.74
8.210.156.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,110,1.74
47.243.107.148,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,1.70
47.242.234.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,1.69
47.243.203.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,70,1.68
8.219.126.240,2087,2087,true,SIN,Asia Pacific,Singapore,120,1.66
47.76.178.146,443,443,true,HKG,Asia Pacific,Hong Kong,40,1.65
47.236.149.107,2083,2083,true,SIN,Asia Pacific,Singapore,161,1.63
8.219.66.156,2053,2053,true,NRT,Asia Pacific,Tokyo,135,1.62
8.210.156.6,2083,2083,true,HKG,Asia Pacific,Hong Kong,79,1.61
8.210.3.24,443,443,true,HKG,Asia Pacific,Hong Kong,50,1.60
8.210.119.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,118,1.60
47.76.77.103,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,1.60
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,1.53
47.89.191.155,443,443,true,IAD,North America,Ashburn,228,1.53
47.237.94.140,2083,2083,true,SIN,Asia Pacific,Singapore,27,1.53
47.237.82.15,2096,2096,true,SIN,Asia Pacific,Singapore,55,1.50
8.210.65.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,97,1.49
8.210.48.107,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,1.48
8.210.156.6,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,1.46
8.218.85.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,50,1.45
8.210.65.1,443,443,true,HKG,Asia Pacific,Hong Kong,74,1.44
47.238.6.102,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,1.43
47.243.90.180,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,1.43
8.210.66.190,2087,2087,true,HKG,Asia Pacific,Hong Kong,81,1.43
47.76.204.76,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,1.42
47.236.169.15,2087,2087,true,SIN,Asia Pacific,Singapore,141,1.42
47.236.125.62,8443,8443,true,NRT,Asia Pacific,Tokyo,167,1.36
47.254.152.128,443,443,true,FRA,Europe,Frankfurt,259,1.35
47.242.157.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,93,1.32
8.210.119.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,1.31
47.236.237.90,2083,2083,true,SIN,Asia Pacific,Singapore,71,1.31
8.210.65.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,77,1.31
8.218.85.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,1.30
8.217.147.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,1.30
8.210.107.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,1.29
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,132,1.25
8.210.146.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,61,1.23
8.219.5.10,2053,2053,true,SIN,Asia Pacific,Singapore,43,1.22
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,44,1.21
8.219.111.175,8443,8443,true,SIN,Asia Pacific,Singapore,8,1.19
47.236.121.23,2087,2087,true,SIN,Asia Pacific,Singapore,154,1.19
8.218.146.204,2083,2083,true,HKG,Asia Pacific,Hong Kong,48,1.17
8.218.53.110,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,1.17
8.217.145.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,111,1.15
47.76.37.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,1.13
8.210.100.23,8443,8443,true,HKG,Asia Pacific,Hong Kong,97,1.12
47.254.179.197,443,443,true,FRA,Europe,Frankfurt,303,1.11
8.210.156.6,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,1.10
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,12,1.09
8.210.156.6,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,1.08
47.76.37.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,1.08
47.254.155.107,443,443,true,FRA,Europe,Frankfurt,292,1.07
8.219.111.175,2053,2053,true,SIN,Asia Pacific,Singapore,104,1.05
8.218.143.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,0.95
47.245.118.70,8443,8443,true,SIN,Asia Pacific,Singapore,17,0.91
47.90.141.204,443,443,true,LAX,North America,Los Angeles,247,0.91
47.245.105.224,2083,2083,true,SIN,Asia Pacific,Singapore,63,0.90
8.210.65.1,443,443,true,HKG,Asia Pacific,Hong Kong,62,0.88
47.245.114.163,2053,2053,true,SIN,Asia Pacific,Singapore,61,0.88
8.210.65.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,93,0.87
8.210.66.190,8443,8443,true,HKG,Asia Pacific,Hong Kong,86,0.87
8.219.153.237,2087,2087,true,NRT,Asia Pacific,Tokyo,157,0.80
8.219.210.64,2053,2053,true,SIN,Asia Pacific,Singapore,107,0.79
47.243.173.187,8443,8443,true,HKG,Asia Pacific,Hong Kong,91,0.78
47.236.121.23,2096,2096,true,SIN,Asia Pacific,Singapore,203,0.76
47.236.125.62,2096,2096,true,NRT,Asia Pacific,Tokyo,207,0.74
8.210.156.6,443,443,true,HKG,Asia Pacific,Hong Kong,69,0.73
8.210.65.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,0.69
8.217.149.28,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,0.66
47.236.125.62,2083,2083,true,NRT,Asia Pacific,Tokyo,304,0.66
8.222.179.231,2096,2096,true,SIN,Asia Pacific,Singapore,78,0.64
8.222.225.193,443,443,true,SIN,Asia Pacific,Singapore,51,0.63
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,75,0.63
8.218.63.172,443,443,true,HKG,Asia Pacific,Hong Kong,89,0.62
47.236.169.164,2053,2053,true,SIN,Asia Pacific,Singapore,92,0.59
47.89.244.253,443,443,true,SJC,North America,San Jose,184,0.57
47.245.86.230,443,443,true,SIN,Asia Pacific,Singapore,14,0.57
47.245.86.230,2096,2096,true,SIN,Asia Pacific,Singapore,106,0.53
47.236.205.188,2083,2083,true,SIN,Asia Pacific,Singapore,110,0.52
47.236.254.120,2096,2096,true,SIN,Asia Pacific,Singapore,90,0.43
8.218.63.172,443,443,true,HKG,Asia Pacific,Hong Kong,58,0.42
149.129.8.215,443,443,true,SJC,North America,San Jose,129,0.42
149.129.8.215,443,443,true,SJC,North America,San Jose,131,0.39
47.76.37.57,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,0.35
47.57.233.126,443,443,true,SJC,North America,San Jose,39,0.34
8.218.148.106,443,443,true,HKG,Asia Pacific,Hong Kong,45,0.34
47.57.245.232,443,443,true,SJC,North America,San Jose,37,0.33
47.236.125.62,2087,2087,true,NRT,Asia Pacific,Tokyo,262,0.31
47.57.233.126,443,443,true,SJC,North America,San Jose,69,0.26
47.57.245.232,443,443,true,SJC,North America,San Jose,67,0.24
47.57.14.118,443,443,true,SJC,North America,San Jose,51,0.22
47.57.14.118,443,443,true,SJC,North America,San Jose,134,0.21
47.57.13.107,443,443,true,HKG,Asia Pacific,Hong Kong,87,0.20
47.237.100.206,2096,2096,true,SIN,Asia Pacific,Singapore,103,0.15
47.76.37.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,0.15
47.254.65.110,443,443,true,SJC,North America,San Jose,204,0.14
47.76.146.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,0.10
47.57.13.107,443,443,true,HKG,Asia Pacific,Hong Kong,34,0.07
47.89.244.253,443,443,true,SJC,North America,San Jose,176,0.06
47.245.84.124,8443,8443,true,SIN,Asia Pacific,Singapore,82,0.06
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,44,0.04
47.245.86.230,2083,2083,true,SIN,Asia Pacific,Singapore,30,0.03
8.222.144.50,8443,8443,true,SIN,Asia Pacific,Singapore,73,0.02
8.210.92.27,443,443,true,HKG,Asia Pacific,Hong Kong,125,0.01
8.210.92.27,443,443,true,HKG,Asia Pacific,Hong Kong,55,0.01
47.242.68.32,443,443,true,HKG,Asia Pacific,Hong Kong,52,0.01
8.211.55.176,443,443,true,FRA,Europe,Frankfurt,299,0.00
8.219.222.98,443,443,true,SIN,Asia Pacific,Singapore,1,0.00
8.219.164.237,443,443,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.5.10,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.5.10,2095,2095,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.191.110,2086,2086,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.174.142,8443,8443,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.11.158,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.235.164,8880,8880,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.235.164,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.11.158,8880,8880,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.201.8,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.102.52,2095,2095,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.4.122,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.84.124,2095,2095,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.237.250,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.11.158,2052,2052,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.102.52,2052,2052,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.102.52,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.102.52,2086,2086,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.191.110,2096,2096,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.163.195,2096,2096,true,SIN,Asia Pacific,Singapore,3,0.00
47.245.102.52,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.84.124,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.84.124,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.11.158,2096,2096,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.6.150,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.198.139,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.222.191.138,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.102.52,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.235.164,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.198.34,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.84.124,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.220.88,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.222.156.242,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.240.160,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.00
8.222.144.50,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.126.151,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.84.124,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.220.88,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.105.224,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.120.87,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.198.139,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.199.220,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.126.151,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.118.70,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
8.222.214.231,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.86.230,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.198.34,8443,8443,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.6.150,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.0.162,2052,2052,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.86.230,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.198.34,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.118.70,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.0.162,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.83.201,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.118.70,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.102.52,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.87.30,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.86.230,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.4.122,2052,2052,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.102.52,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.86.230,8080,8080,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.105.224,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,6,0.00
47.236.205.188,8880,8880,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.77.222,2086,2086,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.198.34,2096,2096,true,SIN,Asia Pacific,Singapore,6,0.00
8.219.93.5,2086,2086,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.77.222,8880,8880,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.60.54,8880,8880,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.102.52,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
8.222.183.242,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.106.156,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.1.92,2086,2086,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.11.158,8880,8880,false,SIN,Asia Pacific,Singapore,6,0.00
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.200.145,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.84.214,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.78.1,8880,8880,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.209.14,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.161.129,2052,2052,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.42.72,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.111.175,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.111.175,2052,2052,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.194.170,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.1.92,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.84.124,2082,2082,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.191.110,2052,2052,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.93.5,8880,8880,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.118.70,2086,2086,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.126.240,2086,2086,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.147.58,2052,2052,false,SIN,Asia Pacific,Singapore,7,0.00
47.236.144.48,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.78.1,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.105.224,8880,8880,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.84.124,8880,8880,false,SIN,Asia Pacific,Singapore,7,0.00
47.236.5.223,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.86.230,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.117.198,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.87.30,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.104.37,2052,2052,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.14.220,2052,2052,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.86.230,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.102.52,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
47.236.150.13,2052,2052,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.103.65,80,80,false,SIN,Asia Pacific,Singapore,8,0.00
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.87.30,8880,8880,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.161.129,2082,2082,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.142.191,2082,2082,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.77.222,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.124.227,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.114.201,8080,8080,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.104.37,8880,8880,false,SIN,Asia Pacific,Singapore,8,0.00
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.163.195,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.84.124,80,80,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.6.150,2052,2052,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.83.71,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.83.201,2082,2082,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.84.214,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.126.151,2082,2082,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.95.13,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.93.5,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.139.13,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.165.117,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.160.176,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.1.92,8880,8880,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.5.223,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.5.10,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.87.30,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.97.50,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.144.48,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.84.124,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.103.65,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.0.162,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.83.201,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.170.54,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.114.201,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.111.175,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.126.151,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.162.45,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.84.214,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.86.230,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.106.156,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.42.72,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.93.5,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.67.133,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.97.50,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.126.240,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.78.188,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.222.180.86,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.83.201,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.126.240,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.194.170,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.117.198,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.81.112,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.1.92,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.17.193,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.202.130,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.6.150,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.86.200,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.87.30,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.80.110,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.117.48,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.95.140,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
8.222.134.170,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.42.72,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.189.143,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.9.152,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.124.227,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.240.160,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.98.13,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.42.72,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.50.180,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.118.216,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
8.222.179.231,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.142.191,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.174.213,8080,8080,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.93.5,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.78.188,8080,8080,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.126.240,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
8.222.165.117,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.80.110,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
